timestamp,strike,type,ltp,iv,oi,volume
2025-10-24 03:45:00,25850,CE,99.5808098675238,15.99336027179738,42277,4227
2025-10-24 03:45:00,25850,PE,98.7800286175238,15.99336027179738,42277,4227
2025-10-24 03:45:00,25900,CE,147.17204879209214,23.053862709179977,27245,2724
2025-10-24 03:45:00,25900,PE,196.37126754209214,23.053862709179977,27245,2724
2025-10-24 03:45:00,25950,CE,145.19235595610078,10.519421284205617,15430,1543
2025-10-24 03:45:00,25950,PE,244.39157470610078,10.519421284205617,15430,1543
2025-10-24 03:50:00,25900,CE,148.24761979902345,13.961679038626174,39673,3967
2025-10-24 03:50:00,25900,PE,162.24761979902345,13.961679038626174,39673,3967
2025-10-24 03:50:00,25950,CE,113.57222569741327,21.603720782569987,36649,3664
2025-10-24 03:50:00,25950,PE,177.57222569741327,21.603720782569987,36649,3664
2025-10-24 03:50:00,26000,CE,95.14007161869252,13.756867341263,28683,2868
2025-10-24 03:50:00,26000,PE,209.1400716186925,13.756867341263,28683,2868
2025-10-24 03:55:00,25900,CE,111.70692513614966,14.221009346899372,13564,1356
2025-10-24 03:55:00,25900,PE,125.30653451114966,14.221009346899372,13564,1356
2025-10-24 03:55:00,25950,CE,64.12578262408447,10.434049877795907,18235,1823
2025-10-24 03:55:00,25950,PE,127.72539199908447,10.434049877795907,18235,1823
2025-10-24 03:55:00,26000,CE,92.631080052324,12.556261398997641,35509,3550
2025-10-24 03:55:00,26000,PE,206.230689427324,12.556261398997641,35509,3550
2025-10-24 04:00:00,25900,CE,108.39579913161047,19.44276669544014,28118,2811
2025-10-24 04:00:00,25900,PE,132.9954085066105,19.44276669544014,28118,2811
2025-10-24 04:00:00,25950,CE,60.349509330791264,18.21729694061008,22793,2279
2025-10-24 04:00:00,25950,PE,134.94911870579125,18.21729694061008,22793,2279
2025-10-24 04:00:00,26000,CE,71.01698913006767,21.65969789873161,14250,1425
2025-10-24 04:00:00,26000,PE,195.61659850506766,21.65969789873161,14250,1425
2025-10-24 04:05:00,25900,CE,134.34370736361797,21.811528897907213,38560,3856
2025-10-24 04:05:00,25900,PE,120.04292611361798,21.811528897907213,38560,3856
2025-10-24 04:05:00,25950,CE,141.323792617209,13.130814731875269,46880,4688
2025-10-24 04:05:00,25950,PE,177.023011367209,13.130814731875269,46880,4688
2025-10-24 04:05:00,26000,CE,138.37994072327587,24.327705673740255,9217,921
2025-10-24 04:05:00,26000,PE,224.07915947327587,24.327705673740255,9217,921
2025-10-24 04:10:00,25900,CE,55.9209225221837,19.785059413182402,9195,919
2025-10-24 04:10:00,25900,PE,52.4209225221837,19.785059413182402,9195,919
2025-10-24 04:10:00,25950,CE,78.73660247852918,24.949824047623945,10497,1049
2025-10-24 04:10:00,25950,PE,125.23660247852918,24.949824047623945,10497,1049
2025-10-24 04:10:00,26000,CE,85.70692062244198,19.132570578356574,3969,396
2025-10-24 04:10:00,26000,PE,182.206920622442,19.132570578356574,3969,396
2025-10-24 04:15:00,25900,CE,142.27764525785034,15.564877975003148,16690,1669
2025-10-24 04:15:00,25900,PE,159.07842650785034,15.564877975003148,16690,1669
2025-10-24 04:15:00,25950,CE,74.74716828632873,11.38173145518245,23684,2368
2025-10-24 04:15:00,25950,PE,141.54794953632873,11.38173145518245,23684,2368
2025-10-24 04:15:00,26000,CE,123.96672332519081,23.835765660270127,1636,163
2025-10-24 04:15:00,26000,PE,240.7675045751908,23.835765660270127,1636,163
2025-10-24 04:20:00,25850,CE,106.44463874161214,13.599151102341512,30220,3022
2025-10-24 04:20:00,25850,PE,91.14385749161214,13.599151102341512,30220,3022
